"ID";"TO_SERVICE";"XPRESSBEES_SERVICE";"DHL_SERVICE";"BLUEDART_SERVICE";"GATI_SERVICE";"DPWORLD_SERVICE"
16335;753007;"Normal";"Non-ODA";"Normal";"";"DIRECT"
16336;753008;"Normal";"Non-ODA";"Normal";"";"DIRECT"
16337;753009;"Normal";"Non-ODA";"Normal";"";"DIRECT"
16338;753010;"Normal";"Non-ODA";"Normal";"";"DIRECT"
16339;753011;"Normal";"Non-ODA";"Normal";"";"DIRECT"
16340;753012;"Normal";"Non-ODA";"Normal";"";"DIRECT"
16341;753013;"Normal";"Non-ODA";"Normal";"";"DIRECT"
16342;753014;"Normal";"Non-ODA";"Normal";"";"DIRECT"
16343;753015;"Normal";"NSL";"Normal";"";"DIRECT"
16344;753016;"NSL";"NSL";"NSL";"";"NSL"
16345;754001;"Normal";"Non-ODA";"EDL";"";"DIRECT"
16346;754002;"ODA";"Non-ODA";"EDL";"";"EDL1"
16347;754003;"ODA";"Non-ODA";"EDL";"";"EDL1"
16348;754004;"ODA";"Non-ODA";"EDL";"";"EDL1"
16349;754005;"ODA";"Non-ODA";"Normal";"";"DIRECT"
16350;754006;"ODA";"Non-ODA";"EDL";"";"EDL1"
16351;754007;"ODA";"Non-ODA";"EDL";"";"EDL1"
16352;754008;"ODA";"Non-ODA";"EDL";"";"EDL1"
16353;754009;"ODA";"Non-ODA";"EDL";"";"EDL1"
16354;754010;"ODA";"Non-ODA";"EDL";"";"EDL1"
16355;754011;"ODA";"Non-ODA";"EDL";"";"EDL1"
16356;754012;"ODA";"Non-ODA";"EDL";"";"DIRECT"
16357;754013;"NSL";"Non-ODA";"NSL";"";"EDL2"
16358;754018;"ODA";"Non-ODA";"EDL";"";"EDL1"
16359;754021;"ODA";"Non-ODA";"Normal";"";"DIRECT"
16360;754022;"ODA";"Non-ODA";"EDL";"";"EDL1"
16361;754023;"ODA";"Non-ODA";"EDL";"";"EDL1"
16362;754024;"NSL";"Non-ODA";"EDL";"";"EDL1"
16363;754025;"ODA";"Non-ODA";"EDL";"";"DIRECT"
16364;754026;"NSL";"Non-ODA";"EDL";"";"EDL1"
16365;754027;"ODA";"Non-ODA";"EDL";"";"EDL1"
16366;754028;"ODA";"Non-ODA";"EDL";"";"EDL1"
16367;754029;"ODA";"Non-ODA";"EDL";"";"EDL1"
16368;754030;"ODA";"Non-ODA";"EDL";"";"EDL1"
16369;754031;"NSL";"Non-ODA";"EDL";"";"EDL2"
16370;754032;"NSL";"Non-ODA";"EDL";"";"NSL"
16371;754034;"NSL";"Non-ODA";"NSL";"";"NSL"
16372;754035;"ODA";"Non-ODA";"EDL";"";"EDL1"
16373;754037;"NSL";"Non-ODA";"EDL";"";"EDL2"
16374;754071;"NSL";"Non-ODA";"EDL";"";"EDL1"
16375;754082;"ODA";"Non-ODA";"EDL";"";"EDL1"
16376;754100;"ODA";"Non-ODA";"EDL";"";"DIRECT"
16377;754102;"ODA";"Non-ODA";"EDL";"";"EDL1"
16378;754103;"ODA";"Non-ODA";"EDL";"";"EDL1"
16379;754104;"NSL";"Non-ODA";"EDL";"";"EDL1"
16380;754105;"ODA";"Non-ODA";"EDL";"";"EDL1"
16381;754106;"NSL";"Non-ODA";"EDL";"";"EDL1"
16382;754107;"NSL";"Non-ODA";"EDL";"";"EDL1"
16383;754108;"NSL";"Non-ODA";"EDL";"";"EDL1"
16384;754109;"ODA";"Non-ODA";"EDL";"";"EDL1"
16385;754110;"NSL";"Non-ODA";"EDL";"";"EDL2"
16386;754111;"ODA";"Non-ODA";"EDL";"";"EDL2"
16387;754112;"ODA";"Non-ODA";"EDL";"";"DIRECT"
16388;754113;"NSL";"Non-ODA";"EDL";"";"EDL1"
16389;754114;"ODA";"Non-ODA";"EDL";"";"EDL1"
16390;754119;"NSL";"Non-ODA";"EDL";"";"EDL1"
16391;754120;"NSL";"ODA";"Normal";"";"EDL2"
16392;754130;"ODA";"Non-ODA";"EDL";"";"EDL1"
16393;754131;"ODA";"Non-ODA";"EDL";"";"EDL1"
16394;754132;"ODA";"Non-ODA";"EDL";"";"EDL1"
16395;754133;"NSL";"Non-ODA";"EDL";"";"EDL1"
16396;754134;"ODA";"Non-ODA";"EDL";"";"EDL1"
16397;754135;"NSL";"Non-ODA";"EDL";"";"EDL1"
16398;754136;"NSL";"Non-ODA";"EDL";"";"EDL1"
16399;754137;"NSL";"Non-ODA";"EDL";"";"EDL1"
16400;754138;"NSL";"Non-ODA";"EDL";"";"EDL1"
16401;754139;"NSL";"Non-ODA";"EDL";"";"EDL2"
16402;754140;"NSL";"Non-ODA";"Normal";"";"EDL1"
16403;754141;"NSL";"Non-ODA";"Normal";"";"EDL2"
16404;754142;"NSL";"Non-ODA";"EDL";"";"EDL2"
16405;754143;"NSL";"Non-ODA";"Normal";"";"EDL2"
16406;754145;"NSL";"Non-ODA";"Normal";"";"EDL2"
16407;754153;"NSL";"Non-ODA";"EDL";"";"EDL1"
16408;754160;"NSL";"Non-ODA";"EDL";"";"EDL1"
16409;754162;"NSL";"Non-ODA";"EDL";"";"EDL1"
16410;754200;"ODA";"Non-ODA";"EDL";"";"EDL1"
16411;754201;"ODA";"Non-ODA";"EDL";"";"EDL1"
16412;754202;"ODA";"Non-ODA";"EDL";"";"EDL1"
16413;754203;"ODA";"Non-ODA";"EDL";"";"EDL1"
16414;754204;"ODA";"Non-ODA";"EDL";"";"EDL1"
16415;754205;"NSL";"Non-ODA";"EDL";"";"EDL1"
16416;754206;"ODA";"Non-ODA";"EDL";"";"EDL1"
16417;754207;"ODA";"Non-ODA";"EDL";"";"EDL1"
16418;754208;"NSL";"Non-ODA";"EDL";"";"EDL1"
16419;754209;"NSL";"Non-ODA";"EDL";"";"EDL1"
16420;754210;"NSL";"Non-ODA";"EDL";"";"EDL1"
16421;754211;"NSL";"Non-ODA";"EDL";"";"EDL2"
16422;754212;"NSL";"Non-ODA";"EDL";"";"NSL"
16423;754213;"NSL";"Non-ODA";"EDL";"";"EDL2"
16424;754214;"NSL";"Non-ODA";"EDL";"";"EDL2"
16425;754215;"NSL";"Non-ODA";"EDL";"";"EDL2"
16426;754216;"NSL";"Non-ODA";"EDL";"";"NSL"
16427;754217;"NSL";"Non-ODA";"EDL";"";"EDL2"
16428;754218;"NSL";"Non-ODA";"EDL";"";"NSL"
16429;754219;"NSL";"Non-ODA";"EDL";"";"EDL2"
16430;754220;"NSL";"Non-ODA";"EDL";"";"EDL2"
16431;754221;"ODA";"Non-ODA";"EDL";"";"EDL1"
16432;754222;"NSL";"Non-ODA";"EDL";"";"EDL1"
16433;754223;"NSL";"Non-ODA";"EDL";"";"EDL1"
16434;754224;"NSL";"Non-ODA";"EDL";"";"NSL"
16435;754225;"NSL";"Non-ODA";"EDL";"";"EDL2"
16436;754227;"NSL";"Non-ODA";"EDL";"";"EDL2"
16437;754228;"NSL";"Non-ODA";"EDL";"";"EDL2"
16438;754231;"NSL";"Non-ODA";"EDL";"";"EDL2"
16439;754239;"NSL";"Non-ODA";"EDL";"";"EDL2"
16440;754240;"NSL";"Non-ODA";"EDL";"";"EDL2"
16441;754244;"NSL";"Non-ODA";"EDL";"";"EDL1"
16442;754245;"NSL";"Non-ODA";"EDL";"";"NSL"
16443;754246;"NSL";"Non-ODA";"EDL";"";"EDL2"
16444;754248;"NSL";"Non-ODA";"EDL";"";"NSL"
16445;754250;"NSL";"Non-ODA";"EDL";"";"EDL2"
16446;754253;"NSL";"Non-ODA";"EDL";"";"EDL2"
16447;754289;"NSL";"Non-ODA";"EDL";"";"EDL1"
16448;754290;"ODA";"Non-ODA";"EDL";"";"EDL1"
16449;754292;"NSL";"Non-ODA";"EDL";"";"EDL1"
16450;754293;"NSL";"Non-ODA";"EDL";"";"EDL1"
16451;754294;"NSL";"NSL";"EDL";"";"EDL2"
16452;754295;"NSL";"NSL";"EDL";"";"EDL1"
16453;754296;"NSL";"NSL";"EDL";"";"EDL1"
16454;754297;"NSL";"NSL";"NSL";"";"NSL"
16455;754298;"NSL";"NSL";"NSL";"";"NSL"
16456;755001;"NSL";"Non-ODA";"Normal";"";"EDL2"
16457;755003;"NSL";"Non-ODA";"EDL";"";"EDL2"
16458;755004;"NSL";"Non-ODA";"EDL";"";"EDL2"
16459;755005;"NSL";"Non-ODA";"EDL";"";"EDL1"
16460;755006;"NSL";"Non-ODA";"EDL";"";"EDL2"
16461;755007;"NSL";"Non-ODA";"Normal";"";"EDL2"
16462;755008;"NSL";"Non-ODA";"EDL";"";"EDL1"
16463;755009;"NSL";"Non-ODA";"EDL";"";"EDL1"
16464;755010;"NSL";"Non-ODA";"EDL";"";"NSL"
16465;755011;"NSL";"Non-ODA";"EDL";"";"EDL2"
16466;755012;"NSL";"Non-ODA";"EDL";"";"EDL2"
16467;755013;"NSL";"Non-ODA";"EDL";"";"EDL2"
16468;755014;"NSL";"Non-ODA";"EDL";"";"EDL2"
16469;755015;"NSL";"Non-ODA";"Normal";"";"EDL2"
16470;755016;"NSL";"Non-ODA";"EDL";"";"EDL2"
16471;755017;"NSL";"Non-ODA";"EDL";"";"EDL2"
16472;755018;"NSL";"Non-ODA";"EDL";"";"EDL2"
16473;755019;"NSL";"Non-ODA";"Normal";"";"EDL2"
16474;755020;"NSL";"Non-ODA";"Normal";"";"EDL2"
16475;755022;"NSL";"Non-ODA";"Normal";"";"EDL2"
16476;755023;"NSL";"Non-ODA";"EDL";"";"EDL1"
16477;755024;"NSL";"Non-ODA";"EDL";"";"EDL1"
16478;755025;"NSL";"Non-ODA";"EDL";"";"EDL2"
16479;755026;"NSL";"Non-ODA";"EDL";"";"EDL2"
16480;755027;"NSL";"Non-ODA";"EDL";"";"EDL2"
16481;755028;"NSL";"Non-ODA";"EDL";"";"NSL"
16482;755036;"NSL";"Non-ODA";"EDL";"";"EDL2"
16483;755043;"NSL";"Non-ODA";"Normal";"";"EDL2"
16484;755044;"NSL";"Non-ODA";"EDL";"";"EDL1"
16485;755049;"NSL";"Non-ODA";"EDL";"";"EDL1"
16486;755050;"NSL";"Non-ODA";"EDL";"";"EDL1"
16487;755051;"NSL";"NSL";"EDL";"";"NSL"
16488;755061;"NSL";"Non-ODA";"EDL";"";"EDL2"
16489;755062;"NSL";"NSL";"EDL";"";"EDL2"
16490;756001;"NSL";"Non-ODA";"Normal";"";"EDL4"
16491;756002;"NSL";"Non-ODA";"Normal";"";"EDL4"
16492;756003;"NSL";"Non-ODA";"Normal";"";"NSL"
16493;756019;"NSL";"Non-ODA";"Normal";"";"NSL"
16494;756020;"NSL";"Non-ODA";"Normal";"";"NSL"
16495;756021;"NSL";"Non-ODA";"EDL";"";"NSL"
16496;756022;"NSL";"Non-ODA";"EDL";"";"NSL"
16497;756023;"NSL";"Non-ODA";"EDL";"";"NSL"
16498;756024;"NSL";"Non-ODA";"EDL";"";"NSL"
16499;756025;"NSL";"Non-ODA";"EDL";"";"NSL"
16500;756026;"NSL";"Non-ODA";"EDL";"";"NSL"
16501;756027;"NSL";"Non-ODA";"EDL";"";"NSL"
16502;756028;"NSL";"Non-ODA";"EDL";"";"NSL"
16503;756029;"NSL";"Non-ODA";"EDL";"";"NSL"
16504;756030;"NSL";"Non-ODA";"EDL";"";"NSL"
16505;756032;"NSL";"Non-ODA";"EDL";"";"NSL"
16506;756033;"NSL";"Non-ODA";"EDL";"";"NSL"
16507;756034;"NSL";"Non-ODA";"EDL";"";"NSL"
16508;756035;"NSL";"Non-ODA";"EDL";"";"NSL"
16509;756036;"NSL";"Non-ODA";"EDL";"";"NSL"
16510;756037;"NSL";"Non-ODA";"EDL";"";"NSL"
16511;756038;"NSL";"Non-ODA";"EDL";"";"NSL"
16512;756039;"NSL";"Non-ODA";"EDL";"";"NSL"
16513;756040;"NSL";"Non-ODA";"EDL";"";"NSL"
16514;756041;"NSL";"Non-ODA";"EDL";"";"NSL"
16515;756042;"NSL";"Non-ODA";"EDL";"";"NSL"
16516;756043;"NSL";"Non-ODA";"EDL";"";"NSL"
16517;756044;"NSL";"Non-ODA";"EDL";"";"NSL"
16518;756045;"NSL";"Non-ODA";"EDL";"";"NSL"
16519;756046;"NSL";"Non-ODA";"EDL";"";"NSL"
16520;756047;"NSL";"Non-ODA";"EDL";"";"NSL"
16521;756048;"NSL";"Non-ODA";"EDL";"";"NSL"
16522;756049;"NSL";"Non-ODA";"EDL";"";"NSL"
16523;756051;"NSL";"Non-ODA";"EDL";"";"NSL"
16524;756055;"NSL";"Non-ODA";"EDL";"";"NSL"
16525;756056;"NSL";"Non-ODA";"EDL";"";"NSL"
16526;756058;"NSL";"Non-ODA";"EDL";"";"NSL"
16527;756059;"NSL";"Non-ODA";"EDL";"";"NSL"
16528;756060;"NSL";"Non-ODA";"EDL";"";"NSL"
16529;756079;"NSL";"Non-ODA";"EDL";"";"NSL"
16530;756080;"NSL";"Non-ODA";"EDL";"";"NSL"
16531;756081;"NSL";"Non-ODA";"EDL";"";"NSL"
16532;756083;"NSL";"Non-ODA";"EDL";"";"NSL"
16533;756084;"NSL";"Non-ODA";"EDL";"";"NSL"
16534;756085;"NSL";"Non-ODA";"EDL";"";"NSL"
16535;756086;"NSL";"NSL";"NSL";"";"NSL"
16536;756087;"NSL";"NSL";"EDL";"";"NSL"
16537;756088;"NSL";"NSL";"NSL";"";"NSL"
16538;756089;"NSL";"NSL";"NSL";"";"NSL"
16539;756100;"NSL";"Non-ODA";"Normal";"";"NSL"
16540;756101;"NSL";"Non-ODA";"Normal";"";"NSL"
16541;756111;"NSL";"Non-ODA";"EDL";"";"NSL"
16542;756112;"NSL";"Non-ODA";"EDL";"";"NSL"
16543;756113;"NSL";"Non-ODA";"EDL";"";"NSL"
16544;756114;"NSL";"Non-ODA";"EDL";"";"NSL"
16545;756115;"NSL";"Non-ODA";"EDL";"";"NSL"
16546;756116;"NSL";"Non-ODA";"EDL";"";"NSL"
16547;756117;"NSL";"Non-ODA";"EDL";"";"NSL"
16548;756118;"NSL";"Non-ODA";"EDL";"";"NSL"
16549;756119;"NSL";"Non-ODA";"EDL";"";"NSL"
16550;756120;"NSL";"Non-ODA";"EDL";"";"NSL"
16551;756121;"NSL";"Non-ODA";"EDL";"";"NSL"
16552;756122;"NSL";"Non-ODA";"EDL";"";"NSL"
16553;756123;"NSL";"Non-ODA";"EDL";"";"NSL"
16554;756124;"NSL";"Non-ODA";"EDL";"";"NSL"
16555;756125;"NSL";"Non-ODA";"EDL";"";"NSL"
16556;756126;"NSL";"Non-ODA";"EDL";"";"NSL"
16557;756127;"NSL";"Non-ODA";"EDL";"";"NSL"
16558;756128;"NSL";"Non-ODA";"EDL";"";"NSL"
16559;756129;"NSL";"Non-ODA";"EDL";"";"NSL"
16560;756130;"NSL";"Non-ODA";"EDL";"";"NSL"
16561;756131;"NSL";"Non-ODA";"EDL";"";"NSL"
16562;756132;"NSL";"Non-ODA";"EDL";"";"NSL"
16563;756133;"NSL";"Non-ODA";"EDL";"";"NSL"
16564;756134;"NSL";"Non-ODA";"EDL";"";"NSL"
16565;756135;"NSL";"Non-ODA";"EDL";"";"NSL"
16566;756137;"NSL";"Non-ODA";"EDL";"";"NSL"
16567;756138;"NSL";"Non-ODA";"EDL";"";"NSL"
16568;756139;"NSL";"Non-ODA";"EDL";"";"NSL"
16569;756144;"NSL";"Non-ODA";"EDL";"";"NSL"
16570;756162;"NSL";"Non-ODA";"EDL";"";"NSL"
16571;756163;"NSL";"Non-ODA";"EDL";"";"NSL"
16572;756164;"NSL";"Non-ODA";"EDL";"";"NSL"
16573;756165;"NSL";"Non-ODA";"EDL";"";"NSL"
16574;756166;"NSL";"Non-ODA";"EDL";"";"NSL"
16575;756167;"NSL";"Non-ODA";"EDL";"";"NSL"
16576;756168;"NSL";"Non-ODA";"EDL";"";"NSL"
16577;756171;"NSL";"Non-ODA";"EDL";"";"NSL"
16578;756181;"NSL";"Non-ODA";"Normal";"";"NSL"
16579;756182;"NSL";"Non-ODA";"EDL";"";"NSL"
16580;757001;"NSL";"Non-ODA";"EDL";"";"EDL4"
16581;757002;"NSL";"Non-ODA";"EDL";"";"NSL"
16582;757003;"NSL";"Non-ODA";"EDL";"";"NSL"
16583;757014;"NSL";"Non-ODA";"EDL";"";"NSL"
16584;757016;"NSL";"Non-ODA";"EDL";"";"NSL"
16585;757017;"NSL";"Non-ODA";"EDL";"";"NSL"
16586;757018;"NSL";"Non-ODA";"EDL";"";"NSL"
16587;757019;"NSL";"Non-ODA";"EDL";"";"NSL"
16588;757020;"NSL";"Non-ODA";"EDL";"";"NSL"
16589;757021;"NSL";"Non-ODA";"EDL";"";"NSL"
16590;757022;"NSL";"Non-ODA";"EDL";"";"NSL"
16591;757023;"NSL";"Non-ODA";"EDL";"";"NSL"
16592;757024;"NSL";"Non-ODA";"EDL";"";"NSL"
16593;757025;"NSL";"Non-ODA";"EDL";"";"NSL"
16594;757026;"NSL";"Non-ODA";"EDL";"";"NSL"
16595;757027;"NSL";"Non-ODA";"NSL";"";"NSL"
16596;757028;"NSL";"Non-ODA";"EDL";"";"NSL"
16597;757029;"NSL";"Non-ODA";"EDL";"";"NSL"
16598;757030;"NSL";"Non-ODA";"EDL";"";"NSL"
16599;757031;"NSL";"Non-ODA";"EDL";"";"NSL"
16600;757032;"NSL";"Non-ODA";"EDL";"";"NSL"
16601;757033;"NSL";"Non-ODA";"EDL";"";"NSL"
16602;757034;"NSL";"Non-ODA";"EDL";"";"NSL"
16603;757035;"NSL";"Non-ODA";"EDL";"";"NSL"
16604;757036;"NSL";"Non-ODA";"EDL";"";"NSL"
16605;757037;"NSL";"Non-ODA";"EDL";"";"NSL"
16606;757038;"NSL";"Non-ODA";"EDL";"";"NSL"
16607;757039;"NSL";"Non-ODA";"EDL";"";"NSL"
16608;757040;"NSL";"Non-ODA";"EDL";"";"NSL"
16609;757041;"NSL";"Non-ODA";"EDL";"";"NSL"
16610;757042;"NSL";"Non-ODA";"EDL";"";"NSL"
16611;757043;"NSL";"Non-ODA";"EDL";"";"NSL"
16612;757045;"NSL";"Non-ODA";"EDL";"";"NSL"
16613;757046;"NSL";"Non-ODA";"EDL";"";"NSL"
16614;757047;"NSL";"Non-ODA";"EDL";"";"NSL"
16615;757048;"NSL";"Non-ODA";"EDL";"";"NSL"
16616;757049;"NSL";"Non-ODA";"EDL";"";"NSL"
16617;757050;"NSL";"Non-ODA";"EDL";"";"NSL"
16618;757051;"NSL";"Non-ODA";"EDL";"";"NSL"
16619;757052;"NSL";"Non-ODA";"EDL";"";"NSL"
16620;757053;"NSL";"Non-ODA";"EDL";"";"NSL"
16621;757054;"NSL";"Non-ODA";"EDL";"";"NSL"
16622;757055;"NSL";"Non-ODA";"EDL";"";"NSL"
16623;757073;"NSL";"Non-ODA";"EDL";"";"NSL"
16624;757074;"NSL";"Non-ODA";"EDL";"";"NSL"
16625;757075;"NSL";"Non-ODA";"EDL";"";"NSL"
16626;757077;"NSL";"Non-ODA";"EDL";"";"NSL"
16627;757079;"NSL";"Non-ODA";"EDL";"";"NSL"
16628;757081;"NSL";"Non-ODA";"EDL";"";"NSL"
16629;757082;"NSL";"Non-ODA";"EDL";"";"NSL"
16630;757083;"NSL";"Non-ODA";"EDL";"";"NSL"
16631;757084;"NSL";"Non-ODA";"EDL";"";"NSL"
16632;757085;"NSL";"Non-ODA";"EDL";"";"NSL"
16633;757086;"NSL";"Non-ODA";"EDL";"";"NSL"
16634;757087;"NSL";"Non-ODA";"EDL";"";"NSL"
16635;757091;"NSL";"Non-ODA";"EDL";"";"NSL"
16636;757092;"NSL";"Non-ODA";"EDL";"";"NSL"
16637;757093;"NSL";"Non-ODA";"EDL";"";"NSL"
16638;757100;"NSL";"Non-ODA";"EDL";"";"NSL"
16639;757101;"NSL";"Non-ODA";"EDL";"";"NSL"
16640;757102;"NSL";"Non-ODA";"EDL";"";"NSL"
16641;757103;"NSL";"Non-ODA";"EDL";"";"NSL"
16642;757104;"NSL";"Non-ODA";"EDL";"";"NSL"
16643;757105;"NSL";"Non-ODA";"EDL";"";"NSL"
16644;757106;"NSL";"Non-ODA";"EDL";"";"NSL"
16645;757107;"NSL";"Non-ODA";"EDL";"";"NSL"
16646;758001;"NSL";"Non-ODA";"EDL";"";"NSL"
16647;758002;"NSL";"Non-ODA";"EDL";"";"EDL4"
16648;758013;"NSL";"Non-ODA";"EDL";"";"NSL"
16649;758014;"NSL";"Non-ODA";"EDL";"";"EDL4"
16650;758015;"NSL";"Non-ODA";"EDL";"";"EDL3"
16651;758016;"NSL";"Non-ODA";"EDL";"";"EDL4"
16652;758017;"NSL";"Non-ODA";"EDL";"";"NSL"
16653;758018;"NSL";"Non-ODA";"EDL";"";"NSL"
16654;758019;"NSL";"Non-ODA";"EDL";"";"NSL"
16655;758020;"NSL";"Non-ODA";"EDL";"";"EDL2"
16656;758021;"NSL";"Non-ODA";"EDL";"";"EDL3"
16657;758022;"NSL";"Non-ODA";"EDL";"";"EDL2"
16658;758023;"NSL";"Non-ODA";"EDL";"";"NSL"
16659;758025;"NSL";"Non-ODA";"EDL";"";"EDL2"
16660;758026;"NSL";"Non-ODA";"EDL";"";"NSL"
16661;758027;"NSL";"Non-ODA";"EDL";"";"NSL"
16662;758028;"NSL";"Non-ODA";"EDL";"";"NSL"
16663;758029;"NSL";"Non-ODA";"EDL";"";"NSL"
16664;758030;"NSL";"Non-ODA";"EDL";"";"NSL"
16665;758031;"NSL";"Non-ODA";"EDL";"";"NSL"
16666;758032;"NSL";"Non-ODA";"EDL";"";"NSL"
16667;758034;"NSL";"Non-ODA";"EDL";"";"NSL"
16668;758035;"NSL";"Non-ODA";"EDL";"";"NSL"
16669;758036;"NSL";"Non-ODA";"EDL";"";"NSL"
16670;758037;"NSL";"Non-ODA";"EDL";"";"NSL"
16671;758038;"NSL";"Non-ODA";"EDL";"";"NSL"
16672;758040;"NSL";"Non-ODA";"EDL";"";"NSL"
16673;758041;"NSL";"Non-ODA";"EDL";"";"EDL4"
16674;758043;"NSL";"Non-ODA";"EDL";"";"EDL2"
16675;758044;"NSL";"Non-ODA";"EDL";"";"NSL"
16676;758045;"NSL";"Non-ODA";"EDL";"";"EDL4"
16677;758046;"NSL";"Non-ODA";"EDL";"";"NSL"
16678;758047;"NSL";"Non-ODA";"EDL";"";"EDL4"
16679;758076;"NSL";"Non-ODA";"EDL";"";"NSL"
16680;758078;"NSL";"Non-ODA";"EDL";"";"NSL"
16681;758079;"NSL";"Non-ODA";"EDL";"";"NSL"
16682;758080;"NSL";"Non-ODA";"EDL";"";"NSL"
16683;758081;"NSL";"Non-ODA";"EDL";"";"NSL"
16684;758082;"NSL";"Non-ODA";"EDL";"";"NSL"
16685;758083;"NSL";"Non-ODA";"EDL";"";"NSL"
16686;758084;"NSL";"NSL";"EDL";"";"NSL"
16687;758085;"NSL";"NSL";"EDL";"";"EDL3"
16688;758086;"NSL";"NSL";"EDL";"";"NSL"
16689;758087;"NSL";"NSL";"EDL";"";"EDL3"
16690;759001;"ODA";"Non-ODA";"EDL";"";"EDL1"
16691;759013;"ODA";"Non-ODA";"EDL";"";"EDL1"
16692;759014;"NSL";"Non-ODA";"EDL";"";"EDL2"
16693;759015;"NSL";"Non-ODA";"EDL";"";"EDL1"
16694;759016;"NSL";"Non-ODA";"EDL";"";"EDL1"
16695;759017;"NSL";"Non-ODA";"EDL";"";"EDL2"
16696;759018;"NSL";"Non-ODA";"EDL";"";"EDL2"
16697;759019;"NSL";"Non-ODA";"EDL";"";"EDL2"
16698;759020;"NSL";"Non-ODA";"EDL";"";"EDL2"
16699;759021;"NSL";"Non-ODA";"EDL";"";"EDL2"
16700;759022;"NSL";"Non-ODA";"EDL";"";"EDL2"
16701;759023;"NSL";"Non-ODA";"EDL";"";"EDL2"
16702;759024;"NSL";"Non-ODA";"EDL";"";"EDL2"
16703;759025;"NSL";"Non-ODA";"EDL";"";"EDL2"
16704;759026;"NSL";"Non-ODA";"EDL";"";"EDL2"
16705;759027;"NSL";"Non-ODA";"EDL";"";"EDL1"
16706;759028;"NSL";"Non-ODA";"EDL";"";"EDL2"
16707;759029;"NSL";"Non-ODA";"EDL";"";"EDL2"
16708;759037;"NSL";"Non-ODA";"EDL";"";"EDL3"
16709;759039;"NSL";"Non-ODA";"EDL";"";"EDL2"
16710;759040;"NSL";"Non-ODA";"EDL";"";"NSL"
16711;759100;"NSL";"Non-ODA";"EDL";"";"EDL3"
16712;759101;"NSL";"Non-ODA";"EDL";"";"EDL2"
16713;759102;"NSL";"Non-ODA";"EDL";"";"NSL"
16714;759103;"NSL";"Non-ODA";"EDL";"";"EDL3"
16715;759104;"NSL";"Non-ODA";"EDL";"";"EDL2"
16716;759105;"NSL";"Non-ODA";"EDL";"";"NSL"
16717;759106;"NSL";"Non-ODA";"EDL";"";"EDL2"
16718;759107;"NSL";"Non-ODA";"EDL";"";"EDL2"
16719;759111;"NSL";"NSL";"EDL";"";"EDL3"
16720;759116;"NSL";"Non-ODA";"EDL";"";"EDL3"
16721;759117;"NSL";"Non-ODA";"EDL";"";"EDL3"
16722;759118;"NSL";"Non-ODA";"EDL";"";"NSL"
16723;759119;"NSL";"Non-ODA";"EDL";"";"NSL"
16724;759120;"NSL";"Non-ODA";"EDL";"";"EDL3"
16725;759121;"NSL";"Non-ODA";"EDL";"";"EDL2"
16726;759122;"NSL";"Non-ODA";"Normal";"";"EDL2"
16727;759123;"NSL";"Non-ODA";"EDL";"";"EDL2"
16728;759124;"NSL";"Non-ODA";"EDL";"";"NSL"
16729;759125;"NSL";"Non-ODA";"EDL";"";"NSL"
16730;759126;"NSL";"Non-ODA";"EDL";"";"NSL"
16731;759127;"NSL";"Non-ODA";"EDL";"";"NSL"
16732;759128;"NSL";"Non-ODA";"EDL";"";"EDL2"
16733;759129;"NSL";"Non-ODA";"EDL";"";"EDL2"
16734;759130;"NSL";"Non-ODA";"EDL";"";"EDL3"
16735;759132;"NSL";"Non-ODA";"EDL";"";"NSL"
16736;759141;"NSL";"Non-ODA";"EDL";"";"NSL"
16737;759143;"NSL";"Non-ODA";"Normal";"";"EDL2"
16738;759145;"NSL";"Non-ODA";"Normal";"";"EDL2"
16739;759146;"NSL";"Non-ODA";"EDL";"";"EDL3"
16740;759147;"NSL";"Non-ODA";"EDL";"";"EDL3"
16741;759148;"NSL";"Non-ODA";"EDL";"";"EDL2"
16742;759149;"NSL";"NSL";"NSL";"";"NSL"
16743;759151;"NSL";"NSL";"NSL";"";"NSL"
16744;760001;"Normal";"Non-ODA";"Normal";"";"DIRECT"
16745;760002;"Normal";"Non-ODA";"Normal";"";"DIRECT"
16746;760003;"Normal";"Non-ODA";"Normal";"";"DIRECT"
16747;760004;"Normal";"Non-ODA";"Normal";"";"DIRECT"
16748;760005;"Normal";"Non-ODA";"Normal";"";"DIRECT"
16749;760006;"NSL";"Non-ODA";"Normal";"";"DIRECT"
16750;760007;"Normal";"Non-ODA";"Normal";"";"DIRECT"
16751;760008;"Normal";"Non-ODA";"Normal";"";"DIRECT"
16752;760009;"Normal";"Non-ODA";"Normal";"";"DIRECT"
16753;760010;"Normal";"Non-ODA";"Normal";"";"DIRECT"
16754;760011;"NSL";"NSL";"Normal";"";"NSL"
16755;761001;"Normal";"Non-ODA";"EDL";"";"NSL"
16756;761002;"Normal";"Non-ODA";"EDL";"";"NSL"
16757;761003;"ODA";"Non-ODA";"EDL";"";"NSL"
16758;761004;"NSL";"Non-ODA";"EDL";"";"NSL"
16759;761005;"NSL";"Non-ODA";"EDL";"";"NSL"
16760;761006;"NSL";"Non-ODA";"EDL";"";"NSL"
16761;761007;"NSL";"Non-ODA";"EDL";"";"NSL"
16762;761008;"Normal";"Non-ODA";"EDL";"";"NSL"
16763;761009;"NSL";"Non-ODA";"EDL";"";"NSL"
